listing_id,last_review_date,number_of_reviews,reviews_per_month
15449434,2019-06-15,126,3.81
15450257,2018-01-01,1,0.05
15450724,2019-05-26,4,0.43
15450848,2017-09-02,61,1.83
15452258,2019-06-30,42,1.27
15452878,2019-06-07,123,3.79
15452971,2019-06-12,32,1.06
15453102,2019-06-30,48,1.45
15453848,2019-01-01,3,0.1
15453985,2019-06-25,170,5.16
15454216,2016-12-25,1,0.03
15454775,2018-07-16,4,0.16
15455678,2018-12-11,55,1.68
15460904,2019-07-04,17,0.51
15461512,2017-05-25,2,0.07
15462051,2019-07-01,21,0.64
15462208,2019-01-12,101,3.07
15464934,2019-06-19,74,2.27
15465050,2019-06-18,87,2.62
15467130,2018-06-04,5,0.17
15468038,2018-06-29,23,0.81
15468765,2019-05-12,7,0.54
15469541,2019-06-24,34,1.28
15469963,2018-08-19,48,1.45
15470678,2016-11-27,7,0.21
15470951,2019-06-28,24,0.78
15473730,2019-02-15,20,0.77
15474504,2017-12-13,64,1.94
15476467,2019-06-30,19,0.57
15478604,2019-06-20,72,2.2
15480133,2019-05-05,16,0.49
15481609,2019-05-27,194,5.88
15481730,2019-06-15,19,0.62
15482081,2019-05-29,186,5.65
15482082,2018-01-06,5,0.16
15482512,2019-05-14,171,5.17
15482966,2019-06-09,9,0.49
15483201,2019-05-25,36,1.18
15483662,2019-05-28,6,0.36
15484888,2019-05-26,21,0.64
15484901,2019-06-24,118,3.69
15485880,2019-06-26,88,2.69
15486072,2017-09-26,12,0.38
15492502,2019-07-01,86,2.59
15492561,2017-04-12,13,0.4
15493096,2017-01-02,4,0.13
15494542,2019-07-01,74,2.34
15494796,2019-04-28,8,0.24
15494968,2019-06-13,3,0.33
15495132,2019-05-14,12,0.38
15495202,2017-08-15,2,0.06
15495356,2017-11-05,6,0.2
15495441,2019-07-03,45,1.36
15495653,2017-10-27,2,0.06
15495897,2019-01-17,8,0.36
15496496,2017-08-20,3,0.09
15497568,2019-01-01,2,0.09
15497821,2018-06-17,1,0.08
15498370,2019-06-18,109,3.3
15500135,2019-06-22,83,2.58
15500460,2019-06-24,202,6.13
15506009,2017-01-29,4,0.12
15506908,2019-05-26,9,0.27
15507375,2019-06-28,91,2.82
15507436,2018-02-15,4,0.12
15508132,2019-06-30,78,2.47
15508399,2017-09-06,3,0.11
15509545,2019-06-22,41,1.42
15510233,2018-10-15,16,0.49
15510279,2019-06-19,26,0.85
15511681,2019-05-25,61,1.84
15511695,2019-05-18,16,0.48
15511749,2018-10-17,9,0.53
15517104,2019-02-24,85,2.58
15517755,2017-01-05,3,0.09
15518025,2016-10-18,1,0.03
15519679,2019-01-01,3,0.16
15520060,2019-06-13,41,1.24
15520503,2019-06-26,116,3.5
15521674,2019-05-18,8,0.24
15522627,2019-06-05,30,0.91
15523119,2019-07-05,100,3.26
15523281,2019-05-12,21,0.67
15527416,2019-06-18,100,3.05
15528972,2019-05-12,59,1.89
15529123,2019-06-12,43,1.36
15529336,2018-05-26,3,0.09
15529937,2019-01-02,26,0.98
15531352,2017-09-03,36,1.11
15531889,2019-07-05,142,4.41
15532430,2018-11-04,7,0.22
15535079,2018-05-11,2,0.09
15535391,2019-05-22,29,0.95
15535864,2018-09-09,5,0.15
15536769,2019-01-03,43,1.32
15537258,2019-01-05,1,0.16
15538057,2018-10-25,1,0.12
15539709,2019-03-31,6,0.21
15543090,2019-05-27,181,5.47
15543169,2019-07-05,97,3.0
15544672,2018-10-31,7,0.33
15545469,2019-06-27,20,0.66
15546982,2019-06-23,13,0.41
15548301,2018-08-31,1,0.1
15549056,2019-06-26,58,2.12
15550900,2019-05-29,18,0.57
15551245,2016-12-31,1,0.03
15552357,2019-07-02,68,2.05
15552862,2019-07-05,75,2.33
15552901,2019-04-23,5,0.18
15553495,2018-12-16,18,0.55
15554154,2019-01-02,20,0.61
15559457,2017-05-26,2,0.07
15560258,2016-11-01,1,0.03
15560799,2018-01-15,2,0.06
15561163,2019-06-28,86,3.02
15562465,2016-11-26,2,0.06
15563361,2017-03-22,12,0.37
15563416,2018-09-16,27,0.82
15563563,2019-05-27,13,0.41
15564125,2019-06-23,102,3.14
15564955,2018-04-12,4,0.17
15565299,2018-10-08,26,0.8
15566106,2019-06-23,10,0.39
15568616,2019-06-23,43,1.35
15568740,2016-12-03,1,0.03
15569399,2019-07-05,63,1.91
15576821,2019-06-23,117,4.66
15581948,2019-06-25,131,3.97
15582096,2019-07-01,107,3.25
15582683,2019-06-07,53,1.61
15585484,2016-12-31,2,0.06
15589099,2019-04-30,14,0.42
15591309,2018-10-22,10,0.3
15595714,2018-02-19,11,0.35
15596539,2017-10-23,2,0.06
15597119,2017-01-05,3,0.09
15597266,2017-10-17,5,0.16
15597600,2019-06-15,44,1.71
15598303,2016-10-24,1,0.03
15598367,2017-10-22,63,1.95
15598548,2019-06-30,151,4.64
15602953,2019-01-11,33,1.03
15603347,2019-07-01,74,2.24
15604499,2019-07-05,76,2.44
15604507,2019-06-15,209,6.35
15605295,2018-09-11,12,0.36
15606875,2018-12-29,19,0.62
15614302,2019-06-29,39,1.27
15615535,2017-04-09,5,0.16
15618325,2019-04-23,25,0.78
15618546,2018-03-19,7,0.22
15620823,2019-06-26,157,4.8
15620833,2019-06-26,145,4.59
15624363,2019-05-15,3,0.24
15625556,2019-06-23,87,2.68
15627978,2019-06-30,76,2.32
15628789,2019-06-24,188,5.81
15629854,2018-09-03,8,0.25
15631921,2017-07-31,7,0.22
15632312,2018-12-30,3,0.16
15632470,2019-07-02,104,3.29
15633510,2018-07-16,9,0.29
15633727,2016-11-07,1,0.03
15635167,2019-06-15,202,6.4
15635287,2018-01-14,16,0.5
15640345,2019-06-27,109,3.42
15641562,2019-07-07,54,1.69
15643425,2019-06-25,3,1.07
15644644,2016-10-23,1,0.03
15647143,2018-07-22,9,0.37
15647980,2019-06-11,82,2.52
15648008,2019-05-27,12,0.93
15648096,2019-07-07,37,1.21
15648413,2019-05-27,5,0.23
15648993,2019-06-24,152,4.68
15649021,2017-07-19,12,0.37
15655332,2016-11-26,2,0.06
15657915,2019-05-31,66,2.05
15659634,2019-06-23,116,3.78
15659743,2019-07-01,91,2.8
15660209,2017-09-03,7,0.23
15663344,2018-12-23,92,2.85
15663513,2019-06-30,55,1.75
15663543,2018-11-23,2,0.09
15663586,2019-07-02,22,1.04
15663603,2019-06-23,59,1.9
15663653,2019-02-23,48,1.64
15664037,2017-07-24,23,0.71
15664673,2016-10-27,1,0.03
15665152,2019-06-18,117,3.6
15665469,2019-06-23,132,4.03
15665485,2019-05-27,9,0.4
15671751,2017-05-14,8,0.25
15672618,2019-06-23,73,2.31
15672772,2018-10-06,1,0.11
15675274,2018-07-29,8,0.26
15677846,2019-04-27,5,0.15
15678054,2018-09-24,6,0.29
15678122,2016-12-30,3,0.09
15678623,2017-05-08,7,0.21
15679326,2019-06-19,73,2.3
15681476,2019-06-28,228,6.97
15685669,2019-06-30,220,6.71
15686751,2018-06-03,4,0.13
15693063,2019-06-28,59,1.83
15699791,2017-03-21,1,0.04
15699803,2019-03-29,23,0.72
15699850,2018-01-07,5,0.15
15700484,2018-05-20,9,0.29
15701072,2017-06-20,4,0.13
15701663,2017-01-05,2,0.06
15701672,2019-07-02,17,0.52
15702021,2017-10-01,2,0.06
15703294,2019-05-05,12,0.37
15704180,2019-07-03,19,0.64
15704213,2017-08-18,22,0.68
15706724,2019-06-19,60,1.85
15706863,2019-07-01,80,2.52
15707188,2017-08-19,3,0.1
15709537,2019-06-22,90,3.17
15713028,2017-01-01,2,0.07
15713669,2018-09-25,18,0.57
15715221,2019-06-30,62,1.94
15715486,2019-05-31,3,0.09
15715599,2019-05-26,9,0.28
15715946,2018-07-22,20,0.62
15716189,2017-03-12,5,0.15
15716633,2016-12-01,3,0.09
15717652,2017-01-04,1,0.03
15717865,2019-07-01,117,3.63
15718412,2018-03-23,2,0.11
15720448,2019-05-24,45,1.4
15720449,2019-05-29,61,1.9
15720498,2019-06-30,74,2.28
15720621,2019-07-07,56,1.82
15721022,2019-06-27,20,1.81
15721376,2019-06-24,5,0.19
15721683,2018-09-17,17,0.54
15721685,2019-06-14,11,0.44
15721847,2018-04-30,17,0.53
15725732,2019-07-01,213,6.55
15726990,2016-11-27,2,0.06
15728780,2019-06-10,40,1.27
15729325,2018-06-10,20,0.66
15732669,2017-01-02,1,0.03
15732778,2019-04-30,3,0.39
15733438,2019-07-02,59,2.03
15733597,2018-10-10,12,0.38
15733832,2019-06-21,195,6.01
15734642,2019-06-25,2,0.1
15734793,2019-06-20,171,5.26
15735169,2019-06-09,2,0.08
15735305,2017-02-13,8,0.25
15736079,2016-11-15,1,0.03
15739930,2017-07-30,4,0.13
15740172,2017-10-22,4,0.13
15741448,2018-09-01,12,0.37
15742916,2019-05-27,6,0.2
15743151,2019-06-30,96,2.93
15745269,2019-05-24,49,1.5
15745411,2017-12-10,16,0.5
15745528,2019-06-17,140,4.29
15745537,2019-06-20,77,2.44
15746736,2019-04-16,8,0.3
15751495,2019-05-14,4,0.53
15753014,2019-04-19,6,0.2
15754561,2019-07-07,77,2.37
15755439,2017-12-31,1,0.05
15756117,2019-05-31,13,0.41
15756248,2019-06-09,117,3.61
15758526,2019-05-19,15,0.49
15758553,2016-11-13,1,0.03
15758640,2019-05-29,96,2.98
15761285,2018-03-25,3,0.1
15765350,2019-01-14,4,0.13
15767882,2017-12-08,1,0.05
15768540,2019-06-01,38,1.21
15769652,2019-06-18,69,2.13
15769964,2017-09-17,2,0.08
15770469,2018-10-30,29,0.9
15772067,2017-09-15,4,0.12
15772447,2019-06-30,146,4.52
15772750,2019-01-04,11,0.36
15773388,2019-06-18,117,3.71
15773659,2016-11-21,1,0.03
15774003,2019-07-01,98,3.11
15774166,2019-05-12,90,2.79
15774210,2017-01-04,1,0.03
15774266,2019-06-23,89,2.78
15774629,2019-06-23,83,2.82
15775049,2019-01-01,16,0.52
15775237,2019-06-09,16,0.52
15777411,2019-05-09,17,0.54
15778177,2019-05-10,16,0.52
15781214,2018-05-23,2,0.06
15781324,2019-01-31,6,0.23
15781578,2019-06-30,1,1.0
15782266,2019-04-20,59,1.82
15782300,2019-06-22,166,5.09
15783216,2019-06-28,149,4.6
15783413,2019-06-23,143,4.43
15783719,2019-05-27,7,0.22
15783766,2016-11-28,1,0.03
15784377,2019-03-08,3,0.12
15785088,2019-06-30,216,6.64
15785785,2019-05-06,8,0.26
15786428,2019-01-03,5,0.16
15787037,2018-07-20,3,0.12
15787042,2019-01-06,7,0.22
15788050,2019-06-23,153,4.72
15788270,2019-07-06,46,1.75
15788312,2019-06-14,167,5.14
15789023,2019-06-06,6,0.28
15789384,2017-05-22,6,0.19
15789405,2017-12-19,1,0.05
15790071,2017-06-13,13,0.4
15790640,2019-07-01,111,3.51
15790816,2017-01-05,1,0.03
15797693,2018-07-04,14,0.49
15797728,2019-07-01,83,2.56
15798809,2018-07-22,52,1.61
15798969,2019-06-24,64,2.07
15799563,2018-10-21,22,0.69
15800258,2018-05-12,1,0.07
15800923,2018-03-22,22,0.71
15801420,2018-01-21,1,0.06
15801639,2017-05-27,7,0.23
15802947,2019-06-30,127,3.9
15806629,2019-03-24,5,0.16
15813342,2019-07-01,22,0.68
15813866,2019-05-23,117,4.56
15813993,2019-05-25,39,1.31
15814037,2019-06-12,40,1.32
15814363,2019-05-26,37,1.2
15815905,2019-06-16,73,2.38
15816930,2019-06-24,74,2.42
15817291,2019-07-01,153,4.74
15818145,2019-07-03,2,2.0
15818253,2018-11-01,6,0.19
15818608,2019-06-08,17,0.54
15818624,2018-06-01,53,2.15
15819031,2018-03-18,4,0.12
15819242,2019-01-21,9,0.3
15819665,2019-07-03,126,3.93
15820512,2019-06-22,91,3.31
15821383,2017-08-04,8,0.26
15825854,2018-12-07,11,0.6
15827516,2017-01-02,4,0.13
15827538,2019-06-08,23,0.72
15828883,2019-06-23,84,2.61
15829202,2019-06-24,106,3.26
15830677,2019-05-30,1,0.75
15831005,2019-07-06,127,6.54
15831628,2019-04-14,1,0.35
15832098,2019-06-15,4,0.14
15832372,2019-04-24,19,0.6
15832702,2018-03-26,19,0.59
15832811,2017-01-03,2,0.06
15833015,2019-01-02,3,0.13
15833471,2019-06-30,122,3.8
15833574,2019-06-30,52,1.95
15834067,2019-06-24,67,2.13
15835247,2019-06-09,10,0.31
15839085,2019-03-10,44,1.41
15840089,2019-01-01,36,1.13
15841513,2019-07-07,17,0.6
15842191,2017-05-01,7,0.26
15843671,2017-12-24,68,2.13
15844782,2019-06-06,87,2.78
15844840,2019-06-08,43,1.37
15845077,2016-11-07,1,0.03
15845215,2019-06-23,171,5.3
15845669,2019-06-24,54,1.68
15846039,2019-06-18,119,3.69
15851507,2019-06-03,72,2.35
15851599,2018-04-24,15,0.49
15853165,2019-07-06,154,4.79
15854348,2019-06-16,58,1.79
15854548,2019-05-01,24,0.78
15855156,2019-04-16,94,2.91
15855646,2019-06-23,90,2.95
15856339,2019-04-14,5,0.16
15857118,2019-06-03,34,1.11
15857259,2019-05-31,3,0.38
15857334,2019-05-22,12,0.39
15857916,2018-03-02,59,1.9
15857972,2017-09-03,1,0.04
15858680,2018-12-05,8,0.26
15858847,2019-06-10,141,4.74
15858922,2019-06-21,143,4.82
15859741,2019-07-04,74,2.38
15860051,2019-07-06,209,6.45
15860528,2019-06-21,25,0.97
15861331,2019-05-22,26,0.8
15862199,2019-07-02,131,4.12
15865251,2017-06-30,27,0.88
15866121,2018-05-21,13,0.41
15866130,2019-05-19,17,0.66
15866496,2016-11-29,1,0.03
15867248,2019-05-26,81,2.51
15867800,2017-10-30,38,1.21
15868654,2017-05-06,3,0.1
15870454,2019-05-09,6,0.19
15870976,2019-07-02,16,0.52
15872277,2016-11-29,1,0.03
15873841,2016-11-10,1,0.03
15874245,2017-06-22,7,0.22
15874648,2019-06-09,41,1.31
15875061,2017-08-28,32,0.99
15876032,2019-06-13,42,1.31
15881766,2017-01-02,1,0.03
15882274,2017-01-01,1,0.03
15884157,2016-11-26,4,0.12
15884886,2017-01-02,1,0.03
15885355,2018-05-24,4,0.13
15886369,2019-07-04,25,0.79
15887617,2019-06-16,31,1.03
15888448,2019-07-07,54,1.71
15888785,2019-06-30,72,2.26
15888899,2019-06-03,64,2.02
15889590,2019-06-09,4,0.22
15890023,2019-06-14,47,1.46
15890547,2019-05-10,86,2.7
15894199,2019-05-31,61,1.92
15895829,2019-04-28,12,0.38
15896468,2019-01-06,6,0.22
15896529,2019-06-17,117,3.65
15899421,2019-07-07,71,2.21
15899432,2019-06-24,44,1.4
15902775,2019-06-25,61,1.94
15903188,2019-06-09,19,1.5
15910575,2017-07-29,2,0.08
15910664,2018-10-02,6,0.19
15911064,2019-07-05,91,2.83
15911137,2018-09-08,3,0.09
15911434,2019-02-28,8,0.27
15912452,2019-01-02,30,0.94
15913986,2018-11-25,13,0.42
15915152,2019-06-30,95,3.01
15916709,2016-12-24,1,0.03
15917278,2019-06-23,107,3.47
15917981,2019-01-02,5,0.16
15918889,2017-12-31,6,0.2
15926847,2017-10-08,1,0.05
15927071,2019-06-22,46,1.48
15927523,2019-07-06,53,1.68
15927695,2017-11-27,14,0.46
15928001,2019-04-15,11,0.38
15928351,2019-05-26,7,0.32
15928635,2019-06-24,96,2.99
15928774,2019-06-30,91,2.82
15928835,2019-06-26,32,1.02
15928889,2018-09-26,3,0.09
15929281,2019-06-24,48,1.51
15929625,2018-04-28,8,0.25
15930495,2018-11-02,8,0.25
15930602,2019-06-16,23,0.73
15930864,2018-06-17,26,0.82
15936167,2019-06-22,77,2.44
15936959,2019-05-21,48,1.52
15937164,2019-07-01,146,4.55
15937310,2019-04-13,7,0.27
15938836,2019-06-22,12,0.39
15939056,2019-05-31,21,0.69
15939098,2019-05-21,19,0.6
15940176,2019-07-06,72,2.35
15940328,2019-07-07,78,2.74
15941474,2019-07-06,77,2.39
15943090,2019-06-23,45,1.47
15943475,2019-06-10,65,2.04
15943497,2019-05-24,41,1.34
15948069,2019-05-08,1,0.48
15949915,2017-01-30,2,0.06
15951107,2019-07-02,88,2.76
15952447,2019-06-25,104,3.28
15952702,2019-06-23,42,1.32
15952950,2018-06-14,4,0.12
15954073,2019-05-26,22,0.81
15954250,2019-05-20,19,0.62
15955577,2017-09-13,11,0.36
15955940,2018-01-01,3,0.1
15956155,2019-06-26,36,1.13
15956162,2019-06-24,122,3.78
15956780,2019-01-04,7,0.22
15958090,2018-09-13,21,0.89
15958726,2017-05-24,5,0.16
15958841,2019-07-01,73,2.39
15961623,2019-06-26,8,0.83
15963447,2019-06-13,75,2.35
15964171,2017-05-01,9,0.28
15964536,2017-01-04,2,0.07
15966074,2019-06-20,76,2.4
15966974,2019-05-19,14,0.73
15967392,2017-07-02,45,1.4
15968094,2019-06-24,78,2.54
15969097,2018-10-18,2,0.07
15969964,2017-04-26,3,0.1
15969978,2016-11-16,1,0.03
15970276,2019-05-02,12,0.38
15970318,2019-05-12,47,1.48
15970947,2017-06-19,2,0.07
15971062,2019-06-24,3,0.28
15971308,2019-06-24,97,3.07
15971342,2019-06-07,11,0.97
15974141,2018-01-07,1,0.05
15974157,2018-11-11,4,0.13
15974364,2019-05-17,18,0.88
15975039,2019-06-12,13,0.55
15979856,2018-12-30,2,0.07
15980715,2019-06-19,26,0.91
15981196,2019-05-26,10,0.93
15981246,2018-12-29,5,0.16
15982208,2019-06-25,158,4.93
15983139,2019-06-30,122,3.96
15983174,2019-04-27,8,0.26
15983444,2017-10-22,5,0.16
15984242,2019-01-02,3,0.1
15984446,2019-04-23,23,0.75
15984590,2019-06-23,6,0.25
15984809,2018-05-03,3,0.1
15984863,2019-06-24,38,1.24
15984877,2019-05-31,3,0.19
15984905,2018-11-18,5,0.16
15984984,2019-06-30,39,1.25
15985221,2019-05-04,7,0.23
15985264,2018-01-01,4,0.13
15985873,2019-06-16,46,1.45
15986033,2018-07-09,4,0.13
15986677,2018-06-30,7,0.23
15986775,2016-11-26,4,0.12
15987217,2017-02-21,1,0.03
15987959,2016-11-18,1,0.03
15988392,2017-09-05,17,0.53
15988494,2016-12-10,2,0.06
15988664,2019-06-30,85,3.33
15989547,2018-01-04,9,0.28
15989608,2018-08-31,4,0.13
15990051,2019-01-27,9,0.31
15990199,2017-10-02,3,0.09
15990316,2018-02-19,20,0.63
15990572,2019-06-24,148,4.63
15992078,2019-05-19,8,0.26
15994498,2019-06-02,81,2.57
15995824,2019-02-24,2,0.34
15997148,2017-06-07,3,0.09
15997880,2017-06-11,9,0.29
15998138,2019-05-17,31,1.19
15999129,2018-01-19,6,0.19
16004740,2018-08-20,10,0.45
16004758,2017-04-09,2,0.06
16004776,2019-07-06,106,3.59
16004955,2016-12-27,1,0.03
16004977,2017-09-29,6,0.24
16005448,2018-03-25,12,0.37
16005960,2019-05-05,4,0.12
16009487,2019-06-23,113,3.55
16010302,2019-07-06,16,0.51
16010428,2016-11-26,2,0.06
16010783,2019-07-03,53,2.29
16011441,2018-08-26,9,0.28
16011595,2019-01-03,1,0.16
16012941,2017-04-16,2,0.07
16014657,2019-01-04,1,0.16
16014708,2019-06-15,113,3.58
16014791,2019-06-26,188,5.87
16015053,2019-06-16,120,3.75
16015571,2019-07-03,20,1.28
16017948,2019-06-23,18,0.59
16018094,2016-12-09,2,0.06
16018596,2018-09-22,4,0.22
16019792,2019-07-02,62,1.94
16023497,2019-07-03,12,0.4
16024539,2019-06-08,14,0.7
16026000,2017-04-07,6,0.19
16026567,2019-05-27,85,2.74
16026815,2019-07-01,62,1.96
16027312,2018-07-26,9,0.28
16027606,2018-10-08,17,0.53
16027709,2019-02-01,5,0.74
16028015,2019-06-20,15,1.27
16028674,2018-09-01,3,0.18
16029127,2019-05-03,27,0.88
16032177,2017-01-28,8,0.25
16036569,2017-11-15,9,0.28
16036654,2016-11-20,1,0.03
16037130,2017-07-31,3,0.1
16037576,2018-11-24,19,0.6
16037703,2019-07-01,88,2.88
16039453,2019-06-30,13,1.71
16040229,2017-11-06,2,0.09
16040987,2018-12-29,23,0.74
16041091,2018-01-09,4,0.14
16048422,2017-01-02,1,0.03
16050081,2017-12-29,2,0.06
16050276,2019-06-29,213,6.9
16050505,2016-11-29,3,0.09
16051971,2017-01-16,3,0.1
16053606,2017-05-31,3,0.1
16054200,2019-05-27,16,0.5
16054225,2017-09-19,3,0.09
16054883,2019-05-05,39,1.28
16055176,2019-06-09,23,0.73
16055506,2019-06-29,78,2.55
16056111,2017-04-29,3,0.11
16056573,2018-05-23,4,0.13
16058082,2019-05-19,3,0.32
16062739,2016-12-11,3,0.09
16063467,2017-03-17,2,0.06
16063885,2019-06-16,41,1.56
16064539,2019-06-22,11,0.46
16065618,2017-01-02,1,0.03
16066223,2019-05-13,14,0.57
16067542,2019-01-03,8,0.29
16067816,2018-08-18,5,0.16
16068067,2017-01-02,1,0.03
16068281,2017-01-06,1,0.03
16068953,2018-05-15,7,0.31
16069120,2018-12-28,3,0.33
16069784,2017-04-23,8,0.27
16069925,2018-06-03,3,0.1
16071397,2018-09-15,7,0.26
16072214,2019-06-09,27,0.96
16078800,2018-09-23,15,0.49
16081134,2018-03-13,17,0.61
16081163,2017-04-23,2,0.07
16081508,2019-01-06,2,0.17
16082711,2018-10-27,51,1.69
16082923,2019-06-16,48,1.57
16083168,2019-07-01,30,1.15
16083752,2018-02-25,9,0.28
16085004,2019-05-17,10,0.33
16085088,2019-06-15,94,3.14
16085206,2017-09-01,1,0.04
16085227,2017-04-17,13,0.41
16085436,2019-05-21,54,1.72
16085817,2019-05-16,10,0.36
16086039,2019-05-18,14,0.51
16086320,2019-06-16,32,1.14
16086382,2019-06-22,36,1.14
16086891,2019-06-15,24,0.8
16086949,2016-12-29,1,0.03
16087249,2016-12-06,1,0.03
16087406,2017-06-09,2,0.08
16087737,2019-04-27,39,1.39
16095115,2019-05-22,47,1.5
16095512,2017-06-13,4,0.16
16096372,2018-06-29,3,0.1
16097336,2019-06-04,18,0.83
16097690,2019-06-22,30,1.2
16097822,2019-05-22,10,0.34
16098020,2016-12-09,1,0.03
16098175,2019-05-05,23,0.87
16099007,2019-06-22,57,1.86
16099666,2016-12-11,1,0.03
16100032,2016-12-11,1,0.03
16100652,2017-08-28,3,0.1
16100819,2019-07-04,43,1.36
16101054,2019-05-10,53,1.67
16103920,2019-07-01,31,1.31
16107664,2019-06-23,158,5.08
16108194,2017-10-04,1,0.05
16110204,2017-01-01,1,0.03
16111812,2017-11-12,16,0.52
16112663,2019-01-12,10,0.33
16113712,2018-10-03,8,0.29
16113842,2019-04-28,7,0.27
16119492,2019-06-23,63,2.02
16120533,2017-12-27,4,0.13
16120794,2018-01-04,4,0.13
16120840,2018-04-21,4,0.13
16122024,2019-06-11,55,5.54
16122082,2019-03-04,4,0.25
16122223,2017-05-23,1,0.04
16122441,2019-04-02,4,0.3
16123133,2018-11-17,33,1.2
16123657,2017-07-17,3,0.1
16123943,2019-05-19,12,0.39
16124987,2019-07-01,60,1.92
16130658,2019-03-18,10,0.33
16131672,2016-12-29,1,0.03
16132114,2019-06-10,24,0.78
16133101,2018-12-30,55,1.95
16133127,2017-08-04,1,0.04
16133543,2019-01-01,22,0.7
16134738,2019-06-18,8,0.26
16134745,2018-06-29,2,0.09
16135399,2019-04-03,38,1.21
16135897,2017-01-01,1,0.03
16136213,2019-06-30,16,0.87
16136287,2019-01-10,16,0.53
16140364,2019-01-02,11,0.36
16140940,2019-03-30,7,0.26
16141887,2017-01-04,1,0.03
16143844,2019-06-29,45,1.43
16143905,2019-06-10,19,0.62
16143977,2019-05-01,7,0.23
16144479,2018-03-03,1,0.06
16144586,2016-12-16,1,0.03
16144596,2019-06-28,10,0.32
16145655,2017-01-01,1,0.03
16145871,2019-06-14,54,1.72
16145967,2018-12-31,4,0.18
16146442,2018-04-30,28,0.95
16146708,2019-07-03,137,4.37
16146834,2019-06-30,106,3.36
16147001,2018-02-06,11,0.35
16147164,2019-06-27,36,1.4
16147304,2016-12-15,2,0.06
16147405,2017-06-12,7,0.23
16148036,2019-05-23,30,0.98
16148051,2019-06-24,97,3.07
16148141,2019-06-02,11,0.6
16148374,2019-06-22,111,3.53
16148563,2018-08-06,6,0.38
16148691,2018-06-03,4,0.13
16148973,2019-07-01,46,1.81
16149186,2018-05-19,1,0.07
16153863,2018-07-01,5,0.2
16154699,2019-07-07,133,4.21
16157387,2018-09-25,3,0.1
16157731,2019-06-29,71,2.3
16158270,2019-06-29,7,0.27
16158314,2019-04-23,9,0.29
16159444,2018-07-12,10,0.32
16159901,2016-12-30,1,0.03
16160189,2019-03-03,31,1.01
16160783,2019-06-30,123,3.9
16161688,2019-05-27,7,0.23
16161819,2017-04-30,4,0.15
16161888,2019-06-24,73,2.34
16162363,2019-07-04,131,4.21
16162621,2016-12-11,1,0.03
16162933,2019-06-10,86,2.76
16163275,2017-08-26,9,0.29
16163672,2018-01-01,14,0.46
16163725,2017-05-28,3,0.1
16163768,2019-06-17,104,3.31
16163874,2019-06-24,73,2.33
16164264,2019-06-24,76,2.42
16164399,2019-06-15,50,1.65
16164497,2019-06-30,51,1.76
16164613,2016-12-18,3,0.1
16164699,2019-05-02,18,0.6
16164856,2018-09-23,8,0.26
16165498,2019-01-02,4,0.13
16166989,2019-06-12,77,2.51
16170544,2019-07-04,124,3.94
16171293,2019-05-12,7,0.26
16171595,2016-12-07,1,0.03
16171868,2019-06-24,37,1.18
16172073,2019-06-23,15,3.13
16172162,2019-06-24,22,0.71
16172498,2019-06-26,131,4.17
16172895,2017-08-13,2,0.08
16173500,2018-04-13,20,0.64
16173564,2019-06-09,36,1.64
16174233,2019-06-22,11,0.4
16174929,2017-05-05,3,0.1
16175367,2019-01-01,2,0.07
16175456,2019-07-05,230,7.28
16175740,2019-02-27,69,2.19
16177263,2019-05-28,21,0.73
16177837,2019-06-03,9,0.3
16177970,2019-04-26,40,1.28
16178531,2019-06-28,21,0.81
16178928,2019-07-01,5,0.16
16179502,2017-01-02,1,0.03
16182780,2017-05-08,4,0.13
16185437,2018-09-11,21,0.72
16189705,2019-06-21,16,0.51
16190110,2017-08-19,8,0.26
16190577,2019-06-24,56,1.79
16190902,2019-05-27,124,3.94
16191596,2018-11-11,18,0.61
16191967,2019-06-17,18,0.63
16192835,2019-05-12,44,1.43
16193259,2019-06-10,10,0.71
16193729,2019-01-02,23,0.82
16193749,2019-06-08,8,0.26
16194283,2019-05-01,13,0.42
16194421,2017-10-09,4,0.13
16194651,2019-06-10,42,1.85
16194815,2019-06-17,62,2.1
16195143,2019-06-20,73,2.79
16199608,2018-10-27,3,0.15
16201857,2018-08-27,14,0.46
16201959,2019-07-07,51,3.1
16202083,2019-02-23,3,0.1
16202302,2019-07-05,152,5.01
16202962,2019-06-14,78,2.55
16204030,2019-06-20,71,2.35
16205027,2017-11-05,2,0.09
16205154,2018-01-04,34,1.11
16205272,2017-12-31,16,0.57
16205941,2016-12-08,1,0.03
16206077,2017-05-22,2,0.07
16206313,2018-01-15,7,0.22
16206383,2016-12-17,5,0.16
16206794,2017-01-04,1,0.03
16206887,2017-04-28,5,0.17
16207381,2018-09-03,4,0.17
16208920,2019-06-23,20,0.73
16212477,2016-12-10,1,0.03
16212767,2019-04-24,14,0.52
16213157,2018-11-01,2,0.07
16213608,2018-10-21,5,0.17
16214199,2019-01-01,32,1.03
16214404,2016-12-25,1,0.03
16214854,2019-05-27,35,1.14
16215826,2019-06-16,5,0.16
16216301,2019-06-07,6,0.22
16217520,2017-01-01,1,0.03
16219145,2019-05-27,34,1.11
16220849,2019-07-01,45,1.44
16221732,2019-05-06,31,0.99
16224040,2019-06-27,179,5.69
16224408,2019-06-18,50,1.59
16226031,2018-01-06,1,0.05
16226066,2019-07-01,87,2.82
16226219,2019-06-07,29,0.93
